Fare for Bike,[Waiting Time of Bike],Fare for Auto,[Waiting Time of Auto],Fare for Car,[Waiting Time of Car],Platform,Hour,Minute,DecimalHour,Day,Weekend,Rushhour,DistanceKm,Duration,TrafficLevel,SurgeValue,PickupTemperature,PickupWindSpeed,PickupWeatherCode,PickupHumidity,DropTemperature,DropWindSpeed,DropWeatherCode,DropHumidity,PickupZone,DropZone,BikeWait,AutoWait,CarWait,priceKmBike,priceKmAuto,priceKmCar
126,"2,1",218,"2,3",191,"2,4",RAPIDO,2,13,2.22,5,0,0,10.247,20.46666667,NORMAL,0,23.6,5.6,3,66,23,4.8,3,68,RESIDENTIAL,RESIDENTIAL,2,2,2,12.3,21.27,18.64
121,"2,1",254,"3,3",152,"4,4",UBER,2,15,2.25,5,0,0,10.247,20.46666667,NORMAL,0,23.4,5.1,3,66,22.9,4.6,3,68,RESIDENTIAL,RESIDENTIAL,2,3,4,11.81,24.79,14.83
234,"2,1",572,"3,3",270,"1,4",UBER,2,17,2.28,5,0,0,23.204,48.4,MODERATE,0,22.9,4.6,3,68,22.2,5.2,3,73,RESIDENTIAL,RESIDENTIAL,2,3,1,10.08,24.65,11.64
38,"2,1",82,"2,3",103,"2,4",RAPIDO,2,19,2.32,5,0,0,23.204,48.4,MODERATE,0,22.9,4.6,3,68,22.2,5.2,3,73,RESIDENTIAL,RESIDENTIAL,2,2,2,1.64,3.53,4.44
48.21,"3,8",103.68,"2,8",189.7,"3,8",UBER,16,6,16.1,5,0,0,7.588,18.88333333,MODERATE,0,28.4,8.4,2,46,28.6,8.4,2,45,RESIDENTIAL,TRANSIT_HUB,3,2,3,6.35,13.66,25
52,"1,8",137,"1,8",173,"1,8",RAPIDO,16,7,16.12,5,0,0,7.588,18.88333333,MODERATE,0,28.4,8.4,2,46,28.6,8.4,2,45,RESIDENTIAL,TRANSIT_HUB,1,1,1,6.85,18.05,22.8
104,"6,8",210,"6,8",221,"6,8",RAPIDO,16,9,16.15,5,0,0,10.671,26.78333333,MODERATE,0,28.3,8.4,2,46,28.1,9.3,1,47,TRANSIT_HUB,RESIDENTIAL,6,6,6,9.75,19.68,20.71
91.4,"3,8",155.29,"3,8",240.66,"2,8",UBER,16,11,16.18,5,0,0,10.671,26.78333333,MODERATE,0,28.4,8.4,2,46,28.2,9.3,1,47,TRANSIT_HUB,RESIDENTIAL,3,3,2,8.57,14.55,22.55
106.47,"2,8",177.92,"2,8",230.25,"3,8",UBER,16,14,16.23,5,0,0,24.682,40.03333333,NORMAL,0,28.8,11.7,1,44,28.6,10.4,1,46,TRANSIT_HUB,RESIDENTIAL,2,2,3,4.31,7.21,9.33
126,"3,8",178,"3,8",214,"3,8",RAPIDO,16,14,16.23,5,0,0,24.682,40.03333333,NORMAL,0,28.8,11.7,1,44,28.6,10.4,1,46,TRANSIT_HUB,RESIDENTIAL,3,3,3,5.1,7.21,8.67
175,"3,8",291,"3,8",280,"3,8",RAPIDO,16,17,16.28,5,0,0,21.577,42.11666667,NORMAL,0,28.3,7.4,2,46,28.3,10,1,46,RESIDENTIAL,RESIDENTIAL,3,3,3,8.11,13.49,12.98
165.4,"2,8",227.41,"1,8",296.67,"2,8",UBER,16,19,16.32,5,0,0,21.577,42.11666667,NORMAL,0,28.3,7.4,2,46,28.3,10,1,46,RESIDENTIAL,RESIDENTIAL,2,1,2,7.67,10.54,13.75
213,"2,8",292,"2,8",321,"2,8",RAPIDO,16,21,16.35,5,0,0,23.885,46.83333333,NORMAL,0,28.7,10.1,1,46,28.2,8.8,1,46,RESIDENTIAL,COMMERCIAL,2,2,2,8.92,12.23,13.44
208.99,"1,8",273.67,"2,8",329.36,"2,8",UBER,16,23,16.38,5,0,0,23.885,46.83333333,NORMAL,0,28.7,10.1,1,46,28.2,8.8,1,46,RESIDENTIAL,COMMERCIAL,1,2,2,8.75,11.46,13.79
215.77,"2,8",280.19,"2,8",352.89,"3,8",UBER,16,25,16.42,5,0,0,25.842,48.66666667,NORMAL,0,28.6,10.1,1,46,28.5,10,1,46,RESIDENTIAL,RESIDENTIAL,2,2,3,8.35,10.84,13.66
220,"3,8",391,"3,8",330,"3,8",RAPIDO,16,26,16.43,5,0,0,25.842,48.66666667,NORMAL,0,28.6,10.1,1,46,28.5,10,1,46,RESIDENTIAL,RESIDENTIAL,3,3,3,8.51,15.13,12.77
36,"2,8",66,"2,8",105,"2,8",RAPIDO,16,27,16.45,5,0,0,4.279,12.06666667,HEAVY,0,28.4,10.1,1,46,28.4,10.1,1,46,RESIDENTIAL,RESIDENTIAL,2,2,2,8.41,15.42,24.54
37,"1,8",68.32,"1,8",114.79,"1,8",UBER,16,28,16.47,5,0,0,4.279,12.06666667,HEAVY,0,28.4,10.1,1,46,28.4,10.1,1,46,RESIDENTIAL,RESIDENTIAL,1,1,1,8.65,15.97,26.83
63.58,"4,8",122.25,"5,8",171.34,"3,8",UBER,16,30,16.5,5,0,0,7.611,21.35,HEAVY,0,28.3,8.3,1,45,28.5,6.7,2,45,RESIDENTIAL,RESIDENTIAL,4,5,3,8.35,16.06,22.51
79,"2,8",135,"2,8",160,"2,8",RAPIDO,16,31,16.52,5,0,0,7.611,21.35,HEAVY,0,28.3,8.3,1,45,28.5,6.7,2,45,RESIDENTIAL,RESIDENTIAL,2,2,2,10.38,17.74,21.02
133,"2,1",234,"3,3",194,"2,4",UBER,22,27,22.45,5,0,0,17.776,41.55,MODERATE,0,24.2,1.9,1,61,25.6,1.4,1,55,RESIDENTIAL,TRANSIT_HUB,2,3,2,7.48,13.16,10.91
136,"3,1",285,"3,3",254,"3,4",RAPIDO,22,30,22.5,5,0,0,17.776,41.55,MODERATE,0,24.1,1.6,1,61,25.5,1.5,1,55,RESIDENTIAL,TRANSIT_HUB,3,3,3,7.65,16.03,14.29
138,"4,1",192,"4,3",303,"4,4",RAPIDO,22,32,22.53,5,0,0,17.567,36.01666667,NORMAL,0,25.6,1.5,1,55,23.8,1.6,1,61,RESIDENTIAL,RESIDENTIAL,4,4,4,7.86,10.93,17.25
184,"4,1",246,"3,3",314,"4,4",RAPIDO,22,33,22.55,5,0,0,21.892,41.5,NORMAL,0,23.8,2.3,1,63,25.4,1.5,1,55,RESIDENTIAL,RESIDENTIAL,4,3,4,8.4,11.24,14.34
158,"3,1",249,"3,3",182,"3,4",UBER,22,35,22.58,5,0,0,17.567,36.01666667,NORMAL,0,25.6,1.5,1,55,23.8,1.6,1,61,RESIDENTIAL,RESIDENTIAL,3,3,3,8.99,14.17,10.36
199,"3,1",325,"4,3",227,"3,4",UBER,22,37,22.62,5,0,0,21.892,41.5,NORMAL,0,23.8,2.3,1,63,25.4,1.5,1,55,RESIDENTIAL,RESIDENTIAL,3,4,3,9.09,14.85,10.37
192,"4,1",313,"3,3",216,"4,4",UBER,22,38,22.63,5,0,0,22.054,40.66666667,NORMAL,0,25.5,1.5,1,55,23.7,2.3,1,63,RESIDENTIAL,RESIDENTIAL,4,3,4,8.71,14.19,9.79
208,"3,1",340,"5,3",215,"2,4",UBER,22,40,22.67,5,0,0,22,36.8,NORMAL,0,23.5,1.8,1,65,25.5,1.5,1,55,TRANSIT_HUB,RESIDENTIAL,3,5,2,9.45,15.45,9.77
176,"3,1",419,"3,3",359,"3,4",RAPIDO,22,42,22.7,5,0,0,22.054,40.66666667,NORMAL,0,25.5,1.5,1,55,23.7,2.3,1,63,RESIDENTIAL,RESIDENTIAL,3,3,3,7.98,19,16.28
179,"4,1",373,"3,3",318,"3,4",RAPIDO,22,43,22.72,5,0,0,22,36.8,NORMAL,0,23.5,1.8,1,65,25.5,1.5,1,55,TRANSIT_HUB,RESIDENTIAL,4,3,3,8.14,16.95,14.45
69,"3,1",189,"3,3",177,"3,4",RAPIDO,22,45,22.75,5,0,0,8.119,22.96666667,HEAVY,0,23.9,1.5,2,61,24.3,0.7,2,60,RESIDENTIAL,RESIDENTIAL,3,3,3,8.5,23.28,21.8
94,"1,1",242,"1,3",210,"1,4",RAPIDO,22,47,22.78,5,0,0,10.247,20.46666667,NORMAL,0,25.4,1.5,1,55,24.4,0.7,2,60,RESIDENTIAL,RESIDENTIAL,1,1,1,9.17,23.62,20.49
200,"4,1",454,"3,3",350,"3,4",RAPIDO,22,49,22.82,5,0,0,23.205,48.4,MODERATE,0,24.4,0.7,2,60,24,1.5,2,61,RESIDENTIAL,RESIDENTIAL,4,3,3,8.62,19.56,15.08
240,"4,1",373,"3,3",257,"4,4",UBER,22,52,22.87,5,0,0,23.205,48.4,MODERATE,0,24.4,0.7,2,60,24,1.5,2,61,RESIDENTIAL,RESIDENTIAL,4,3,4,10.34,16.07,11.08
78,"4,1",125,"2,3",133,"4,4",UBER,22,55,22.92,5,0,0,8.119,22.96666667,HEAVY,0,23.9,1.5,2,61,24.3,0.7,2,60,RESIDENTIAL,RESIDENTIAL,4,2,4,9.61,15.4,16.38
93,"2,8",137,"1,6",154,"3,11",OLA,10,42,10.7,6,1,1,7.588,18.88333333,MODERATE,0,26.9,5.4,2,54,26.6,5.4,1,55,RESIDENTIAL,TRANSIT_HUB,2,1,3,12.26,18.05,20.3
72,"1,8",154,"1,8",219,"1,8",RAPIDO,10,44,10.73,6,1,1,7.588,18.88333333,MODERATE,0,26.9,5.4,2,54,26.6,5.4,1,55,RESIDENTIAL,TRANSIT_HUB,1,1,1,9.49,20.3,28.86
110,"1,8",172,"1,6",247,"1,17",OLA,10,47,10.78,6,1,1,10.671,26.78333333,MODERATE,0,27.4,5.4,3,51,27.1,5.4,3,53,TRANSIT_HUB,RESIDENTIAL,1,1,1,10.31,16.12,23.15
101,"3,8",213,"3,8",243,"3,8",RAPIDO,10,48,10.8,6,1,1,10.671,26.78333333,MODERATE,0,27.2,5.8,3,52,26.8,5.8,3,54,TRANSIT_HUB,RESIDENTIAL,3,3,3,9.46,19.96,22.77
137,"1,7",211,"1,6",219,"3,11",OLA,10,51,10.85,6,1,1,24.682,40.01666667,NORMAL,0,27.4,5.6,3,55,26.8,5.5,3,58,TRANSIT_HUB,RESIDENTIAL,1,1,3,5.55,8.55,8.87
132,3,305,3,361,3,RAPIDO,10,57,10.95,6,1,1,24.682,40.01666667,NORMAL,0,27.4,5.6,3,55,26.8,5.5,3,58,TRANSIT_HUB,RESIDENTIAL,3,3,3,5.35,12.36,14.63
177,1,302,1,315,4,OLA,10,59,10.98,6,1,1,21.577,42.1,NORMAL,0,27.1,5.8,3,52,26.5,5.6,3,60,RESIDENTIAL,RESIDENTIAL,1,1,4,8.2,14,14.6
170,2,258,2,295,2,RAPIDO,11,1,11.02,6,1,0,21.577,42.1,NORMAL,0,27.4,6.1,3,50,26.8,5.8,3,57,RESIDENTIAL,RESIDENTIAL,2,2,2,7.88,11.96,13.67
207,1,331,1,364,3,OLA,11,3,11.05,6,1,0,23.885,46.83333333,NORMAL,0,27.2,5.8,3,56,27.1,6.1,3,52,RESIDENTIAL,COMMERCIAL,1,1,3,8.67,13.86,15.24
212,2,287,2,379,2,RAPIDO,11,5,11.08,6,1,0,23.885,46.83333333,NORMAL,0,27.2,5.8,3,56,27.1,6.1,3,52,RESIDENTIAL,COMMERCIAL,2,2,2,8.88,12.02,15.87
219,1,362,1,399,2,OLA,11,7,11.12,6,1,0,25.843,48.66666667,NORMAL,0,27.1,5.8,3,56,26.9,5.8,3,57,RESIDENTIAL,RESIDENTIAL,1,1,2,8.47,14.01,15.44
210,1,363,1,347,1,RAPIDO,11,8,11.13,6,1,0,25.843,48.66666667,NORMAL,0,27.1,5.8,3,56,26.9,5.8,3,57,RESIDENTIAL,RESIDENTIAL,1,1,1,8.13,14.05,13.43
89,4,193,3,160,4,OLA,11,11,11.18,6,1,0,4.279,12.06666667,HEAVY,0,26.9,5.8,3,56,26.9,5.8,3,56,RESIDENTIAL,RESIDENTIAL,4,3,4,20.8,45.1,37.39
36,2,66,2,104,2,RAPIDO,11,13,11.22,6,1,0,4.279,12.06666667,HEAVY,0,26.9,5.8,3,56,26.9,5.8,3,56,RESIDENTIAL,RESIDENTIAL,2,2,2,8.41,15.42,24.3
83,1,127,1,134,4,OLA,11,15,11.25,6,1,0,7.611,21.35,HEAVY,0,27.4,6.6,3,50,27.7,6.6,3,48,RESIDENTIAL,RESIDENTIAL,1,1,4,10.91,16.69,17.61
72,2,147,2,167,2,RAPIDO,11,17,11.28,6,1,0,7.611,21.35,HEAVY,0,27.4,6.6,3,50,27.7,6.6,3,48,RESIDENTIAL,RESIDENTIAL,2,2,2,9.46,19.31,21.94
74.55,1,142.7,1,195.23,2,UBER,15,0,15,6,1,0,8.678,21.08333333,MODERATE,0,31.1,7.4,1,34,31.3,7,1,33,RESIDENTIAL,RESIDENTIAL,1,1,2,8.59,16.44,22.5
83,5,158,5,169,5,RAPIDO,15,1,15.02,6,1,0,8.678,21.08333333,MODERATE,0,31.1,7.4,1,34,31.3,7,1,33,RESIDENTIAL,RESIDENTIAL,5,5,5,9.56,18.21,19.47
117,4,184,4,205,4,RAPIDO,15,3,15.05,6,1,0,14.472,26.38333333,NORMAL,0,30.2,7.2,3,37,30.3,7.2,3,37,RESIDENTIAL,RESIDENTIAL,4,4,4,8.08,12.71,14.17
103.64,2,216.69,4,214.54,1,UBER,15,5,15.08,6,1,0,14.472,26.38333333,NORMAL,0,31.3,7,1,33,31.4,7,1,33,RESIDENTIAL,RESIDENTIAL,2,4,1,7.16,14.97,14.82
78.3,2,155.24,2,187.68,3,UBER,15,7,15.12,6,1,0,11.337,31.81666667,HEAVY,0,31.1,6.8,1,36,31.2,7,1,33,RESIDENTIAL,RESIDENTIAL,2,2,3,6.91,13.69,16.55
87,3,164,3,175,3,RAPIDO,15,8,15.13,6,1,0,11.337,31.81666667,HEAVY,0,31.1,6.8,1,36,31.2,7,1,33,RESIDENTIAL,RESIDENTIAL,3,3,3,7.67,14.47,15.44
217,4,335,4,4,376,RAPIDO,15,10,15.17,6,1,0,24.741,40.71666667,NORMAL,0,30.2,7.2,3,33,30.5,7.4,3,32,RESIDENTIAL,TRANSIT_HUB,4,4,376,8.77,13.54,0.16
195.57,1,358.56,1,329.69,2,UBER,15,11,15.18,6,1,0,24.741,40.71666667,NORMAL,0,30.2,7.2,3,33,30.5,7.4,3,32,RESIDENTIAL,TRANSIT_HUB,1,1,2,7.9,14.49,13.33
139,3,253.04,2,255.17,4,UBER,15,14,15.23,6,1,0,17.592,39.66666667,MODERATE,0,31,7.1,3,35,31.3,7.2,3,33,RESIDENTIAL,RESIDENTIAL,3,2,4,7.9,14.38,14.5
140,2,216,2,247,2,RAPIDO,15,16,15.27,6,1,0,17.592,39.66666667,MODERATE,0,31.1,6.9,1,34,31.4,7,1,33,RESIDENTIAL,RESIDENTIAL,2,2,2,7.96,12.28,14.04
187,3,270,3,308,3,RAPIDO,15,17,15.28,6,1,0,20.339,39.55,NORMAL,0,31.4,7,1,33,31.4,6.9,1,34,RESIDENTIAL,RESIDENTIAL,3,3,3,9.19,13.27,15.14
174.28,2,316.16,3,298.26,4,UBER,15,19,15.32,6,1,0,20.339,39.55,NORMAL,0,31.4,7,1,33,31.4,6.9,1,34,RESIDENTIAL,RESIDENTIAL,2,3,4,8.57,15.54,14.66
104.42,2,220.17,3,209.4,4,UBER,15,22,15.37,6,1,0,16.043,32.15,NORMAL,0,31.2,6.8,1,35,31.3,7,1,36,RESIDENTIAL,RESIDENTIAL,2,3,4,6.51,13.72,13.05
116,2,166,2,245,2,RAPIDO,15,24,15.4,6,1,0,16.043,32.15,NORMAL,0,31.2,6.8,1,35,31.3,7,1,36,RESIDENTIAL,RESIDENTIAL,2,2,2,7.23,10.35,15.27
79,3,128,3,160,3,RAPIDO,15,25,15.42,6,1,0,9.588,23.56666667,MODERATE,0,31.1,7.1,1,33,31.1,6.9,1,34,RESIDENTIAL,RESIDENTIAL,3,3,3,8.24,13.35,16.69
73.79,4,148.34,3,176.08,6,UBER,15,27,15.45,6,1,0,9.588,23.56666667,MODERATE,0,31.1,7.1,1,33,31.1,6.9,1,34,RESIDENTIAL,RESIDENTIAL,4,3,6,7.7,15.47,18.36
73.52,1,141.85,1,191.03,2,UBER,16,13,16.22,6,1,0,8.678,21.08333333,MODERATE,0,31.1,6.4,1,33,31.4,6.4,2,32,RESIDENTIAL,RESIDENTIAL,1,1,2,8.47,16.35,22.01
84,5,242,5,181,5,RAPIDO,16,14,16.23,6,1,0,8.678,21.08333333,MODERATE,0,31.1,6.4,1,33,31.4,6.4,2,32,RESIDENTIAL,RESIDENTIAL,5,5,5,9.68,27.89,20.86
104.19,1,198.5,3,216.07,2,UBER,16,16,16.27,6,1,0,14.472,26.38333333,NORMAL,0,31.3,6.1,2,32,31.4,6.1,2,32,RESIDENTIAL,RESIDENTIAL,1,3,2,7.2,13.72,14.93
117,4,184,4,207,4,RAPIDO,16,17,16.28,6,1,0,14.472,26.38333333,NORMAL,0,31.3,6.1,2,32,31.4,6.1,2,32,RESIDENTIAL,RESIDENTIAL,4,4,4,8.08,12.71,14.3
88,3,164,3,172,3,RAPIDO,16,19,16.32,6,1,0,11.337,31.81666667,HEAVY,0,31.1,5.9,1,35,31.2,6.1,2,32,RESIDENTIAL,RESIDENTIAL,3,3,3,7.76,14.47,15.17
78.88,2,154.31,4,187.46,3,UBER,16,20,16.33,6,1,0,11.337,31.81666667,HEAVY,0,31.1,5.9,1,35,31.2,6.1,2,32,RESIDENTIAL,RESIDENTIAL,2,4,3,6.96,13.61,16.54
193.93,1,326.76,1,329.12,2,UBER,16,22,16.37,6,1,0,24.741,40.71666667,NORMAL,0,31.3,6.1,2,32,31.6,6.6,0,32,RESIDENTIAL,TRANSIT_HUB,1,1,2,7.84,13.21,13.3
217,4,290,4,320,4,RAPIDO,16,23,16.38,6,1,0,24.741,40.71666667,NORMAL,0,31.3,6.1,2,32,31.6,6.4,0,32,RESIDENTIAL,TRANSIT_HUB,4,4,4,8.77,11.72,12.93
141,2,258,2,246,2,RAPIDO,16,24,16.4,6,1,0,17.592,39.66666667,MODERATE,0,30.9,6.2,1,34,31.3,6.1,2,32,RESIDENTIAL,RESIDENTIAL,2,2,2,8.02,14.67,13.98
139.66,3,234,2,257.26,2,UBER,16,26,16.43,6,1,0,17.592,39.66666667,MODERATE,0,30.9,6.2,1,34,31.3,6.1,2,32,RESIDENTIAL,RESIDENTIAL,3,2,2,7.94,13.3,14.62
173.82,4,289.56,4,294.84,6,UBER,16,28,16.47,6,1,0,20.339,39.55,NORMAL,0,31.4,6.1,2,32,31.2,6,1,34,RESIDENTIAL,RESIDENTIAL,4,4,6,8.55,14.24,14.5
186,3,319,3,293,3,RAPIDO,16,29,16.48,6,1,0,20.339,39.55,NORMAL,0,31.3,6.1,2,32,31.2,6.2,1,34,RESIDENTIAL,RESIDENTIAL,3,3,3,9.14,15.68,14.41
116,2,205,2,205,2,RAPIDO,16,30,16.5,6,1,0,16.043,32.15,NORMAL,0,31.1,5.6,1,35,30.8,5.6,2,36,RESIDENTIAL,RESIDENTIAL,2,2,2,7.23,12.78,12.78
104.84,2,201.67,2,209.35,3,UBER,16,32,16.53,6,1,0,16.043,32.15,NORMAL,0,31.1,5.6,1,35,30.8,5.6,2,36,RESIDENTIAL,RESIDENTIAL,2,2,3,6.53,12.57,13.05
74.44,3,147.45,2,174.48,4,UBER,16,33,16.55,6,1,0,9.588,23.56666667,MODERATE,0,30.9,5.9,1,33,30.8,5.8,1,34,RESIDENTIAL,RESIDENTIAL,3,2,4,7.76,15.38,18.2
78,3,153,3,164,3,RAPIDO,16,35,16.58,6,1,0,9.588,23.56666667,MODERATE,0,30.9,5.9,1,33,30.8,5.8,1,34,RESIDENTIAL,RESIDENTIAL,3,3,3,8.14,15.96,17.1
166,6,,,516,5,UBER,22,30,22.5,6,1,0,10.562,19.63333333,NORMAL,0,23.6,4.2,1,58,24.8,3.8,1,52,TRANSIT_HUB,TRANSIT_HUB,6,0,5,15.72,0,48.85
150,4,,,184,4,RAPIDO,22,37,22.62,6,1,0,10.562,19.63333333,NORMAL,0,23.6,4.2,1,58,24.8,3.8,1,52,TRANSIT_HUB,TRANSIT_HUB,4,0,4,14.2,0,17.42
38,1,102,3,113,3,RAPIDO,22,41,22.68,6,1,0,0,0,UNKNOWN,0,26.3,3.1,1,44,26.3,3.1,1,44,TRANSIT_HUB,TRANSIT_HUB,1,3,3,380,1020,1130
45,8,55,5,172,8,UBER,22,43,22.72,6,1,0,3.832,15.78333333,HEAVY,0,26.3,3.1,1,44,26.2,3.1,1,44,TRANSIT_HUB,RESIDENTIAL,8,5,8,11.74,14.35,44.89
93,2,179,179,148,3,UBER,22,46,22.77,6,1,0,10.375,27.86666667,MODERATE,0,24.3,3.8,1,54,25.8,3.4,1,45,RESIDENTIAL,RESIDENTIAL,2,179,3,8.96,17.25,14.27
85,2,205,2,188,2,RAPIDO,22,50,22.83,6,1,0,10.375,27.86666667,MODERATE,0,24.3,3.8,1,54,25.8,3.4,1,45,RESIDENTIAL,RESIDENTIAL,2,2,2,8.19,19.76,18.12
137,1,190,3,267,3,RAPIDO,22,53,22.88,6,1,0,16.216,34.25,MODERATE,0,26,3.1,2,46,24.6,3.8,1,54,RESIDENTIAL,RESIDENTIAL,1,3,3,8.45,11.72,16.47
149,4,279,2,326,4,UBER,22,55,22.92,6,1,0,16.216,34.25,MODERATE,0,26,3.1,2,46,24.6,3.8,1,54,RESIDENTIAL,RESIDENTIAL,4,2,4,9.19,17.21,20.1
221,3,638,5,417,2,UBER,23,12,23.2,6,1,0,26.501,46.8,NORMAL,0,24.5,4.2,2,54,24.2,3.8,1,54,RESIDENTIAL,RESIDENTIAL,3,5,2,8.34,24.07,15.74
308,1,382,2,365,2,RAPIDO,23,15,23.25,6,1,0,26.501,46.8,NORMAL,0,24.1,4.5,2,61,24.1,4.4,1,59,RESIDENTIAL,RESIDENTIAL,1,2,2,11.62,14.41,13.77
222,2,638,6,414,2,UBER,23,17,23.28,6,1,0,26.501,46.8,NORMAL,0,24.1,4.5,2,61,24.1,4.4,1,59,RESIDENTIAL,RESIDENTIAL,2,6,2,8.38,24.07,15.62
116,3,313,1,220,2,UBER,23,21,23.35,6,1,0,11.726,25.95,MODERATE,0,25.2,3.6,1,51,25.4,3.7,2,53,COMMERCIAL,RESIDENTIAL,3,1,2,9.89,26.69,18.76
156,3,242,3,230,3,RAPIDO,23,24,23.4,6,1,0,11.726,25.95,MODERATE,0,25.4,3.7,1,45,25.5,3.3,2,47,COMMERCIAL,RESIDENTIAL,3,3,3,13.3,20.64,19.61
119,2,203,2,181,2,RAPIDO,23,29,23.48,6,1,0,10.802,26.48333333,MODERATE,0,24,4.5,2,61,24.7,3.9,2,56,RESIDENTIAL,RESIDENTIAL,2,2,2,11.02,18.79,16.76
92,4,228,4,179,4,UBER,23,31,23.52,6,1,0,10.802,26.48333333,MODERATE,0,23.7,4.5,2,63,24.6,4.1,2,58,RESIDENTIAL,RESIDENTIAL,4,4,4,8.52,21.11,16.57
93,4,214,2,174,6,UBER,23,33,23.55,6,1,0,10.424,27.65,MODERATE,0,25,3.6,2,56,23.7,4.3,1,61,RESIDENTIAL,RESIDENTIAL,4,2,6,8.92,20.53,16.69
112,3,194,3,185,3,RAPIDO,23,35,23.58,6,1,0,10.424,27.65,MODERATE,0,25,3.6,2,56,23.7,4.3,1,61,RESIDENTIAL,RESIDENTIAL,3,3,3,10.74,18.61,17.75
194,1,,,189,4,RAPIDO,23,36,23.6,6,1,0,10.562,19.63333333,NORMAL,0,23.1,4.7,1,64,24,4.3,1,61,TRANSIT_HUB,TRANSIT_HUB,1,0,4,18.37,0,17.89
56,1,102,3,124,3,RAPIDO,23,38,23.63,6,1,0,3.832,15.78333333,HEAVY,0,25,3.6,2,56,24.9,3.6,2,56,TRANSIT_HUB,RESIDENTIAL,1,3,3,14.61,26.62,32.36
117,2,203,2,193,3,RAPIDO,23,40,23.67,6,1,0,10.375,27.86666667,MODERATE,0,23.7,4.3,1,61,25,3.6,1,53,RESIDENTIAL,RESIDENTIAL,2,2,3,11.28,19.57,18.6
175,3,285,3,291,3,RAPIDO,23,42,23.7,6,1,0,16.214,34.25,MODERATE,0,25,3.6,2,56,24,4.3,1,61,RESIDENTIAL,RESIDENTIAL,3,3,3,10.79,17.58,17.95
139,5,362,2,445,5,UBER,23,44,23.73,6,1,0,16.214,34.25,MODERATE,0,25,3.6,2,56,24,4.3,1,61,RESIDENTIAL,RESIDENTIAL,5,2,5,8.57,22.33,27.45
92,4,227,3,185,3,UBER,23,45,23.75,6,1,0,10.375,27.86666667,MODERATE,0,23.5,4.3,1,62,24.7,3.6,1,54,RESIDENTIAL,RESIDENTIAL,4,3,3,8.87,21.88,17.83
50,7,84,5,209,11,UBER,23,47,23.78,6,1,0,3.832,15.78333333,HEAVY,0,24.7,3.6,2,57,24.6,3.6,2,57,TRANSIT_HUB,RESIDENTIAL,7,5,11,13.05,21.92,54.54
156,5,,,276,9,UBER,23,49,23.82,6,1,0,10.558,19.6,NORMAL,0,22.7,4,1,59,23.6,4,1,56,TRANSIT_HUB,TRANSIT_HUB,5,0,9,14.78,0,26.14
90,1,169,2,196,2,OLA,12,44,12.73,0,1,0,8.086,20.91666667,MODERATE,0,30.8,7.2,3,48,30.2,7.3,3,51,RESIDENTIAL,TRANSIT_HUB,1,2,2,11.13,20.9,24.24
72,2,158,2,206,2,RAPIDO,12,46,12.77,0,1,0,8.086,20.91666667,MODERATE,0,32.8,9.1,3,38,32.5,8.8,3,40,RESIDENTIAL,TRANSIT_HUB,2,2,2,8.9,19.54,25.48
93,1,165,1,287,1,OLA,12,48,12.8,0,1,0,10.671,26.78333333,MODERATE,0,31,7.1,3,47,31.2,7.4,3,45,TRANSIT_HUB,RESIDENTIAL,1,1,1,8.72,15.46,26.9
91,3,182,3,183,3,RAPIDO,12,50,12.83,0,1,0,10.671,26.78333333,MODERATE,0,31,7.1,3,47,31.2,7.4,3,45,TRANSIT_HUB,RESIDENTIAL,3,3,3,8.53,17.06,17.15
61.88,1,112.3,1,169.28,1,UBER,12,52,12.87,0,1,0,8.678,21.08333333,MODERATE,0,31.2,7.4,3,45,31,7.1,3,47,RESIDENTIAL,RESIDENTIAL,1,1,1,7.13,12.94,19.51
125,1,208,3,246,2,OLA,12,52,12.87,0,1,0,24.678,39.98333333,NORMAL,0,31.3,11.7,3,46,30.5,10.2,3,50,TRANSIT_HUB,RESIDENTIAL,1,3,2,5.07,8.43,9.97
73,4,126,5,195,4,RAPIDO,12,53,12.88,0,1,0,8.678,21.08333333,MODERATE,0,31.2,7.4,3,45,31,7.1,3,47,RESIDENTIAL,RESIDENTIAL,4,5,4,8.41,14.52,22.47
129,2,233,2,229,2,RAPIDO,12,54,12.9,0,1,0,24.678,39.98333333,NORMAL,0,31.3,11.7,3,46,30.5,10.2,3,50,TRANSIT_HUB,RESIDENTIAL,2,2,2,5.23,9.44,9.28
115,4,186,4,206,4,RAPIDO,12,55,12.92,0,1,0,14.472,26.38333333,NORMAL,0,31,7.1,3,47,31.1,7.1,3,47,RESIDENTIAL,RESIDENTIAL,4,4,4,7.95,12.85,14.23
183,1,298,1,329,3,OLA,12,56,12.93,0,1,0,21.577,42.1,NORMAL,0,32.6,9.1,3,38,32.1,10.2,2,41,RESIDENTIAL,RESIDENTIAL,1,1,3,8.48,13.81,15.25
95.11,1,175.1,1,207.68,2,UBER,12,56,12.93,0,1,0,14.472,26.38333333,NORMAL,0,32.7,9.1,3,38,32.8,9.1,3,38,RESIDENTIAL,RESIDENTIAL,1,1,2,6.57,12.1,14.35
171,3,229,3,279,3,RAPIDO,12,57,12.95,0,1,0,21.577,42.1,NORMAL,0,30.9,7.1,3,47,29.8,9.9,2,53,RESIDENTIAL,RESIDENTIAL,3,3,3,7.93,10.61,12.93
